JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456669.169979,<16.0,,,CV,MARA,,148,134,13177BYE,,0,,Z,14.781,13.39,,SN 2014J,AAVSO,STD,,,,
2456674.93388,12.6,0.15,,CV,USO01,,000-BLG-314,000-BLG-317,VPS,""" 	Image Nasa Microobservatory, Analysis Astrometrica """,0,,Z,11.2,12.2,,SN 2014J,,STD,,,,
2456675.198973,13.020,0.1,,TR,MARA,Z,148,134,13177BYE," 	SN IS SATURATED ",0,,Z,14.355,13.056,,SN 2014J,AAVSO,STD,,,,
2456675.249129,13.592,0.1,,TG,MARA,Z,148,134,13177BYE," 	SN IS SATURATED ",0,,Z,14.781,13.486,,SN 2014J,AAVSO,STD,,,,
2456675.298243,15.034,0.1,,TB,MARA,,148,134,13177BYE,,0,,Z,15.481,13.908,,SN 2014J,AAVSO,STD,,,,
2456675.90064,12.3,0.15,,CV,USO01,,000-BLG-316,000-BLG-314,VPS,,0,,Z,12.0,11.1,,SN 2014J,,STD,,,,
2456676.181294,14.435,0.1,,TB,MARA,,148,134,13177BYE,,0,,Z,15.481,13.945,,SN 2014J,AAVSO,STD,,,,
2456676.241293,13.149,0.1,,TG,MARA,Z,148,134,13177BYE," 	SN IS SATURATED ",0,,Z,14.781,13.383,,SN 2014J,AAVSO,STD,,,,
2456676.279476,14.25,0.1,,TB,MARA,,148,134,13177BYE,,0,,Z,14.355,12.818,,SN 2014J,AAVSO,STD,,,,
2456676.89035,12.0,0.11,,CV,USO01,,000-BLG-313,000-BLG-314,VPS,,0,,Z,10.7,11.1,,SN 2014J,,STD,,,,
2456677.87986,11.8,0.1,,CV,USO01,,000-BLG-313,000-BLG-314,VSP,,0,,Z,10.7,11.2,,SN 2014J,,STD,,,,
2456678.539097,12.266,0.0373,,V,VCEA,B,114,SN 2014J,13296CLB," 	Using Astronomik CLS CCD Filter. ",1,,Z,-12.749,-12.140,,SN 2014J,,STD,20140,,,
2456678.546435,12.230,0.0373,,V,VCEA,B,114,SN 2014J,13296CLB," 	&nbsp; Using Astronomik CLS CCD Filter. ",1,,Z,-12.694,-12.071,,SN 2014J,,STD,20140,,,
2456678.553773,12.246,0.0373,,V,VCEA,B,114,SN 2014J,13296CLB," 	Using Astronomik CLS CCD Filter. ",1,,Z,-12.775,-12.151,,SN 2014J,,STD,20140,,,
2456678.563171,12.259,0.0373,,V,VCEA,B,114,SN 2014J,13296CLB," 	&nbsp; Using Astronomik CLS CCD Filter. ",1,,Z,-12.763,-12.135,,SN 2014J,,STD,20140,,,
2456678.87986,11.6,0.1,,CV,USO01,,000-BLG-313,000-BLG-314,VSP,,0,,Z,10.7,11.2,,SN 2014J,,STD,,,,
2456679.2111,11.074,0.012,,TR,LJAC,,106,122,13186ALW,,0,,Z,10.125,11.840,,SN 2014J,AAVSO,STD,0,,,
2456679.2111,11.795,0.006,,TG,LJAC,,106,122,13186ALW,,0,,Z,10.616,12.203,,SN 2014J,AAVSO,STD,0,,,
2456679.2111,13.204,0.014,,TB,LJAC,,106,122,13186ALW,,0,,Z,11.477,12.981,,SN 2014J,AAVSO,STD,0,,,
2456679.2359,11.074,0.008,,TR,LJAC,,106,122,13186ALW,,0,,Z,10.125,11.856,,SN 2014J,AAVSO,STD,0,,,
2456679.2359,11.778,0.005,,TG,LJAC,,106,122,13186ALW,,0,,Z,10.616,12.204,,SN 2014J,AAVSO,STD,0,,,
2456679.2359,13.191,0.014,,TB,LJAC,,106,122,13186ALW,,0,,Z,11.477,12.964,,SN 2014J,AAVSO,STD,0,,,
2456679.50000,11.25,0.02,,R,BPAB,,122,93,13177QM," 	my image http://b09-backman.blogspot.it/2014/01/m82-sn-2014j.html  	&nbsp;",0,,Z,12.40,9.00,,J09554214+6940260,AAVSO,STD,,,,
2456679.83278,11.687,0.037,,V,WXR,,ENSEMBLE,112,13172FT,,0,1.259,Z,,11.219,,PSN J09554214+6940260,SAAF,STD,,,,
2456679.83404,12.992,0.032,,B,WXR,,ENSEMBLE,112,13172FT,,0,1.258,Z,,12.266,,PSN J09554214+6940260,SAAF,STD,,,,
2456679.83515,10.925,0.041,,R,WXR,,ENSEMBLE,112,13172FT,,0,1.257,Z,,10.605,,PSN J09554214+6940260,SAAF,STD,,,,
2456679.87986,11.2,0.12,,CV,USO01,,000-BLG-314,000-BLG-313,VPS,""" 	Image with Nasa Microobervatory, analysis with Astrometrica """,0,,Z,11.2,10.7,,SN 2014J,,STD,,,,
2456679.895532,12.79,0.02,,B,ELE,,000-BLG-317,000-BLG-316,13175CFS,,0,1.253,Z,13.65,13.32,,SN 2014J,,STD,,,,
2456679.906053,10.80,0.01,,R,ELE,,000-BLG-317,000-BLG-316,13175CFS,,0,1.259,Z,13.80,13.57,,SN 2014J,,STD,,,,
2456679.906644,10.40,0.01,,R,ELE,,000-BLG-317,000-BLG-316,13175CFS,,0,1.259,Z,13.81,13.54,,SN 2014J,,STD,,,,
2456679.910127,11.57,0.01,,V,ELE,,000-BLG-317,000-BLG-316,13175CFS,,0,1.262,Z,13.99,13.69,,SN 2014J,,STD,,,,
2456679.91844,12.925,0.01,,B,WTHB,,ENSEMBLE,112,13172CJ,ITEL21,1,1.268,Z,,12.251,,PSN J09554214+6940260,SAAF,STD,,,,
2456679.92025,11.633,0.003,,V,WTHB,,ENSEMBLE,112,13172CJ,ITEL21,1,1.27,Z,,11.159,,PSN J09554214+6940260,SAAF,STD,,,,
2456679.92167,10.862,0.002,,R,WTHB,,ENSEMBLE,112,13172CJ,ITEL21,1,1.271,Z,,10.565,,PSN J09554214+6940260,SAAF,STD,,,,
2456680.29434,12.756,0.011,,B,OAR,,ENSEMBLE,122,13174OJ,,0,1.146,Z,,12.860,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.29769,11.524,0.008,,V,OAR,,ENSEMBLE,122,13174OJ,,0,1.141,Z,,12.243,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.30034,10.761,0.008,,R,OAR,,ENSEMBLE,122,13174OJ,,0,1.138,Z,,11.836,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.30277,10.217,0.007,,I,OAR,,ENSEMBLE,122,13174OJ,,0,1.135,Z,,11.468,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.30728,12.755,0.012,,B,OAR,,ENSEMBLE,122,13174OJ,,0,1.129,Z,,12.838,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.31094,11.532,0.008,,V,OAR,,ENSEMBLE,122,13174OJ,,0,1.125,Z,,12.242,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.31352,10.756,0.007,,R,OAR,,ENSEMBLE,122,13174OJ,,0,1.122,Z,,11.823,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.31576,10.226,0.007,,I,OAR,,ENSEMBLE,122,13174OJ,,0,1.119,Z,,11.488,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.32331,12.756,0.014,,B,OAR,,ENSEMBLE,122,13174OJ,,0,1.110,Z,,12.814,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.32689,11.519,0.008,,V,OAR,,ENSEMBLE,122,13174OJ,,0,1.106,Z,,12.234,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.32968,10.754,0.007,,R,OAR,,ENSEMBLE,122,13174OJ,,0,1.103,Z,,11.851,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.33166,10.190,0.007,,I,OAR,,ENSEMBLE,122,13174OJ,,0,1.101,Z,,11.446,,PSN J09554214+6940260,URSA,STD,0,,,
2456680.33752,11.600,0.006,,V,SDI,,ensembled,,13175BWV," 	Standard Deviation 0.006 from 6 measures ",0,1.317,Z,,,,PSN J09554214+6940260,BAA-VSS,STD,,,,
2456680.35764,10.9,,,Vis.,KSZ,,10.6,11.2,13175AXB,102/500 MM SKYWATCHER 83X,,,Z,,,,SN 2014J,MCSE,STD,,,,
2456680.37500,11.7,,,Vis.,BXT,,112,122,13174qk," 	M203 f/5.9 ",,,Z,,,,SN 2014J,NAS,STD,,,,
2456680.39931,11.53,0.20,,V,RCCA,B,314,316,13175BSL," 	L 80 f4 3x5 min ",0,,Z,11.2,12.0,,SN 2014J,AAVSO,STD,,,,
2456680.40279,11.2,,,Vis.,TJOB,,106,120,13175BEE,,,,Z,,,,SN 2014J,AAVSO,STD,,,,
2456680.414,10.75,0.05,,CV,VVC,V,000-BLG-317,000-BLG-316,13175CFS,,0,,Z,11.42,11.17,,SN 2014J,AAVSO,STD,,,,
2456680.42014,11.3,,,Vis.,KSOA,B,100,122,13175BYP,,,,Z,,,,SN 2014J,,STD,,,,
2456680.43056,11.9,,,Vis.,OJR,,120,,13174WU,,,,Z,,,,PSN J09554214+6940260,,STD,,,,
2456680.45537,12.784,0.023,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.124,Z,,14.850,,PSN J09554214+6940260,BAA-VSS,STD,1,,,
2456680.45559,11.479,0.015,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.124,Z,,14.107,,PSN J09554214+6940260,BAA-VSS,STD,1,,,
2456680.45575,10.697,0.017,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.124,Z,,13.581,,PSN J09554214+6940260,BAA-VSS,STD,1,,,
2456680.45597,10.303,0.029,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.427,Z,,13.234,,PSN J09554214+6940260,BAA-VSS,STD,1,,,
2456680.45625,12.775,0.021,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.123,Z,,14.897,,PSN J09554214+6940260,BAA-VSS,STD,2,,,
2456680.45647,11.489,0.014,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.123,Z,,14.111,,PSN J09554214+6940260,BAA-VSS,STD,2,,,
2456680.45663,10.702,0.023,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.123,Z,,13.589,,PSN J09554214+6940260,BAA-VSS,STD,2,,,
2456680.45685,10.293,0.024,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.435,Z,,13.200,,PSN J09554214+6940260,BAA-VSS,STD,2,,,
2456680.45713,12.766,0.020,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.122,Z,,14.881,,PSN J09554214+6940260,BAA-VSS,STD,3,,,
2456680.45735,11.502,0.016,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.122,Z,,14.126,,PSN J09554214+6940260,BAA-VSS,STD,3,,,
2456680.45752,10.705,0.016,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.122,Z,,13.601,,PSN J09554214+6940260,BAA-VSS,STD,3,,,
2456680.45774,10.297,0.020,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.444,Z,,13.202,,PSN J09554214+6940260,BAA-VSS,STD,3,,,
2456680.45802,12.803,0.020,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.121,Z,,14.864,,PSN J09554214+6940260,BAA-VSS,STD,4,,,
2456680.45824,11.480,0.010,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.121,Z,,14.098,,PSN J09554214+6940260,BAA-VSS,STD,4,,,
2456680.45840,10.710,0.018,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.121,Z,,13.584,,PSN J09554214+6940260,BAA-VSS,STD,4,,,
2456680.45862,10.309,0.027,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.452,Z,,13.188,,PSN J09554214+6940260,BAA-VSS,STD,4,,,
2456680.45890,12.785,0.021,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.120,Z,,14.880,,PSN J09554214+6940260,BAA-VSS,STD,5,,,
2456680.45912,11.481,0.011,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.120,Z,,14.122,,PSN J09554214+6940260,BAA-VSS,STD,5,,,
2456680.45929,10.701,0.015,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.120,Z,,13.581,,PSN J09554214+6940260,BAA-VSS,STD,5,,,
2456680.45951,10.300,0.025,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.461,Z,,13.216,,PSN J09554214+6940260,BAA-VSS,STD,5,,,
2456680.45978,12.782,0.022,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.119,Z,,14.861,,PSN J09554214+6940260,BAA-VSS,STD,6,,,
2456680.46001,11.485,0.017,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.119,Z,,14.116,,PSN J09554214+6940260,BAA-VSS,STD,6,,,
2456680.46017,10.698,0.013,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.119,Z,,13.639,,PSN J09554214+6940260,BAA-VSS,STD,6,,,
2456680.46039,10.295,0.018,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.469,Z,,13.178,,PSN J09554214+6940260,BAA-VSS,STD,6,,,
2456680.46067,12.786,0.023,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.118,Z,,14.876,,PSN J09554214+6940260,BAA-VSS,STD,7,,,
2456680.46089,11.481,0.010,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.118,Z,,14.109,,PSN J09554214+6940260,BAA-VSS,STD,7,,,
2456680.46105,10.709,0.012,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.118,Z,,13.603,,PSN J09554214+6940260,BAA-VSS,STD,7,,,
2456680.46127,10.306,0.023,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.478,Z,,13.184,,PSN J09554214+6940260,BAA-VSS,STD,7,,,
2456680.46155,12.768,0.022,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.117,Z,,14.833,,PSN J09554214+6940260,BAA-VSS,STD,8,,,
2456680.46177,11.479,0.018,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.117,Z,,14.107,,PSN J09554214+6940260,BAA-VSS,STD,8,,,
2456680.46194,10.715,0.023,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.117,Z,,13.628,,PSN J09554214+6940260,BAA-VSS,STD,8,,,
2456680.46216,10.314,0.029,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.486,Z,,13.200,,PSN J09554214+6940260,BAA-VSS,STD,8,,,
2456680.46244,12.808,0.021,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.116,Z,,14.861,,PSN J09554214+6940260,BAA-VSS,STD,9,,,
2456680.46266,11.477,0.013,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.116,Z,,14.116,,PSN J09554214+6940260,BAA-VSS,STD,9,,,
2456680.46282,10.701,0.017,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.116,Z,,13.643,,PSN J09554214+6940260,BAA-VSS,STD,9,,,
2456680.46304,10.315,0.019,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.495,Z,,13.181,,PSN J09554214+6940260,BAA-VSS,STD,9,,,
2456680.46332,12.783,0.021,,B,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.115,Z,,14.913,,PSN J09554214+6940260,BAA-VSS,STD,10,,,
2456680.46354,11.475,0.015,,V,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.115,Z,,14.089,,PSN J09554214+6940260,BAA-VSS,STD,10,,,
2456680.46370,10.696,0.015,,R,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,1.115,Z,,13.615,,PSN J09554214+6940260,BAA-VSS,STD,10,,,
2456680.46393,10.289,0.021,,I,BDG,,ENSEMBLE,141,AAVSO 13174CU,,1,2.503,Z,,13.223,,PSN J09554214+6940260,BAA-VSS,STD,10,,,
2456680.470278,11.473,0.012,,V,BKL,,ENSEMBLE,,13174AKH,,0,1.790,Z,,,,PSN J09554214+6940260,AAVSO,STD,,,,
2456680.472569,11.461,0.011,,V,BKL,,ENSEMBLE,,13174AKH,,0,1.779,Z,,,,PSN J09554214+6940260,AAVSO,STD,,,,
2456680.473519,11.444,0.011,,V,BKL,,ENSEMBLE,,13174AKH,,0,1.775,Z,,,,PSN J09554214+6940260,AAVSO,STD,,,,
2456680.48542,11.5,,,Vis.,CQP,,"""112, 114""",120,13174LK,,,,Z,,,,SN 2014J,AAVSO,STD,,,,
2456680.497,11.6,,,Vis.,PYG,U,120+4,,13174BY,,,,Z,,,,SN 2014J,,STD,,,,
2456680.5,11.3827,0.4874,,V,MDAD,,ENSEMBLE,100,13175BHL,,0,,Z,,9.8865,,PSN J09554214+6940260,AAVSO,STD,1,,,
2456680.5118,11.8,,,Vis.,WWJ,,11.4,12.2,13174ABL,147x280,,,Z,,,,PSN J09554214+6940260,,STD,,,,
2456680.55556,11.6,,,Vis.,ONJ,,112,120,13172CW,,,,Z,,,,PSN J09554214+6940260,,STD,,,,
2456680.6111,11.7,,,Vis.,CGF,,11.2,12.0,13174ANN,,,,Z,,,,SN 2014J,AAVSO,STD,,,,
2456680.616,12.555,0.018,,B,MDAD,,ENSEMBLE,100,13175BHL,,0,,Z,,10.4888,,PSN J09554214+6940260,AAVSO,STD,1,,,
2456680.625058,11.437,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.388,Z,,11.118,,SN 2014J,AAVSO,STD,,,,
2456680.628542,11.427,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.378,Z,,11.130,,SN 2014J,AAVSO,STD,,,,
2456680.629005,11.413,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.377,Z,,11.121,,SN 2014J,AAVSO,STD,,,,
2456680.629479,11.429,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.375,Z,,11.123,,SN 2014J,AAVSO,STD,,,,
2456680.629919,11.422,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.374,Z,,11.128,,SN 2014J,AAVSO,STD,,,,
2456680.63006,11.316,0.030,,V,CNY,B,134,122,13184CIK,""" 	Unc=SD, 6X300sec, Gx flx not accounted for. """,0,,Z,13.375,12.217,,SN 2014J,,STD,,,,
2456680.630393,11.424,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.373,Z,,11.136,,SN 2014J,AAVSO,STD,,,,
2456680.630822,11.415,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.372,Z,,11.130,,SN 2014J,AAVSO,STD,,,,
2456680.631296,11.416,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.370,Z,,11.119,,SN 2014J,AAVSO,STD,,,,
2456680.631782,11.413,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.369,Z,,11.132,,SN 2014J,AAVSO,STD,,,,
2456680.632257,11.394,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.368,Z,,11.120,,SN 2014J,AAVSO,STD,,,,
2456680.632697,11.410,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.366,Z,,11.136,,SN 2014J,AAVSO,STD,,,,
2456680.633137,11.428,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.365,Z,,11.129,,SN 2014J,AAVSO,STD,,,,
2456680.633588,11.418,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.364,Z,,11.129,,SN 2014J,AAVSO,STD,,,,
2456680.634051,11.406,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.363,Z,,11.133,,SN 2014J,AAVSO,STD,,,,
2456680.634329,11.388,0.013,,V,HBB,,ENSEMBLE,000-BLG-313,13175AES,,0,1.641,Z,,10.597,,PSN J09554214+6940260,,STD,,,,
2456680.634525,11.452,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.361,Z,,11.133,,SN 2014J,AAVSO,STD,,,,
2456680.634977,11.433,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.360,Z,,11.128,,SN 2014J,AAVSO,STD,,,,
2456680.635405,11.396,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.359,Z,,11.124,,SN 2014J,AAVSO,STD,,,,
2456680.635613,10.582,0.013,,R,HBB,,ENSEMBLE,000-BLG-313,13175AES,,0,1.636,Z,,10.137,,PSN J09554214+6940260,,STD,,,,
2456680.635880,11.407,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.358,Z,,11.130,,SN 2014J,AAVSO,STD,,,,
2456680.636319,11.431,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.356,Z,,11.126,,SN 2014J,AAVSO,STD,,,,
2456680.636389,12.645,0.017,,B,HBB,,ENSEMBLE,000-BLG-313,13175AES,,0,1.632,Z,,11.481,,PSN J09554214+6940260,,STD,,,,
2456680.636794,11.393,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.355,Z,,11.113,,SN 2014J,AAVSO,STD,,,,
2456680.641551,11.416,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.342,Z,,11.113,,SN 2014J,AAVSO,STD,,,,
2456680.641962,11.369,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.344,Z,12.306,13.435,,SN 2014J,AAVSO,STD,,,,
2456680.642026,11.417,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.341,Z,,11.129,,SN 2014J,AAVSO,STD,,,,
2456680.642488,11.442,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.340,Z,,11.133,,SN 2014J,AAVSO,STD,,,,
2456680.642622,11.370,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.342,Z,12.308,13.461,,SN 2014J,AAVSO,STD,,,,
2456680.642940,11.411,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.339,Z,,11.122,,SN 2014J,AAVSO,STD,,,,
2456680.643281,11.365,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.340,Z,12.307,13.459,,SN 2014J,AAVSO,STD,,,,
2456680.643403,11.399,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.338,Z,,11.125,,SN 2014J,AAVSO,STD,,,,
2456680.64375,11.6,,,Vis.,CCY,B,114,120,13174ZZ,,,,Z,,,,SN 2014J,AAVSO,STD,,,,
2456680.643866,11.423,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.336,Z,,11.124,,SN 2014J,AAVSO,STD,,,,
2456680.643929,11.373,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.339,Z,12.306,13.452,,SN 2014J,AAVSO,STD,,,,
2456680.644340,11.423,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.335,Z,,11.122,,SN 2014J,AAVSO,STD,,,,
2456680.644589,11.370,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.337,Z,12.316,13.467,,SN 2014J,AAVSO,STD,,,,
2456680.644815,11.397,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.334,Z,,11.127,,SN 2014J,AAVSO,STD,,,,
2456680.645249,11.371,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.335,Z,12.300,13.445,,SN 2014J,AAVSO,STD,,,,
2456680.645289,11.419,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.333,Z,,11.104,,SN 2014J,AAVSO,STD,,,,
2456680.645729,11.409,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.332,Z,,11.119,,SN 2014J,AAVSO,STD,,,,
2456680.64583,11.5,,,Vis.,BJOD,BV,112,114,13174ADY,Slightly fainter than the 11.4 comparison star.  Slightly brighter than TYC 4383-522-1 (V=11.57 from,,,Z,,,,PSN J09554214+6940260,,STD,,,,
2456680.645909,11.376,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.333,Z,12.302,13.459,,SN 2014J,AAVSO,STD,,,,
2456680.646181,11.415,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.330,Z,,11.128,,SN 2014J,AAVSO,STD,,,,
2456680.646557,11.364,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.332,Z,12.311,13.451,,SN 2014J,AAVSO,STD,,,,
2456680.646620,11.410,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.329,Z,,11.121,,SN 2014J,AAVSO,STD,,,,
2456680.647095,11.410,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.328,Z,,11.119,,SN 2014J,AAVSO,STD,,,,
2456680.647216,11.361,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.330,Z,12.315,13.461,,SN 2014J,AAVSO,STD,,,,
2456680.647558,11.407,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.327,Z,,11.126,,SN 2014J,AAVSO,STD,,,,
2456680.647876,11.373,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.328,Z,12.299,13.447,,SN 2014J,AAVSO,STD,,,,
2456680.648032,11.433,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.326,Z,,11.120,,SN 2014J,AAVSO,STD,,,,
2456680.648507,11.420,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.325,Z,,11.129,,SN 2014J,AAVSO,STD,,,,
2456680.648536,11.365,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.327,Z,12.305,13.463,,SN 2014J,AAVSO,STD,,,,
2456680.648935,11.404,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.324,Z,,11.111,,SN 2014J,AAVSO,STD,,,,
2456680.649184,11.372,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.325,Z,12.301,13.468,,SN 2014J,AAVSO,STD,,,,
2456680.649375,11.376,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.322,Z,,11.122,,SN 2014J,AAVSO,STD,,,,
2456680.649815,11.416,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.321,Z,,11.118,,SN 2014J,AAVSO,STD,,,,
2456680.649844,11.370,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.324,Z,12.304,13.451,,SN 2014J,AAVSO,STD,,,,
2456680.650289,11.408,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.320,Z,,11.119,,SN 2014J,AAVSO,STD,,,,
2456680.650503,11.368,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.322,Z,12.299,13.454,,SN 2014J,AAVSO,STD,,,,
2456680.650729,11.407,0.005,,V,BJAA,,ENSEMBLE,000-BLG-314,13202BWD,,0,1.319,Z,,11.130,,SN 2014J,AAVSO,STD,,,,
2456680.651163,11.374,0.004,,CV,UJHA,,000-BLG-317,000-BLG-321,13174AGI,,0,1.320,Z,12.299,13.466,,SN 2014J,AAVSO,STD,,,,
