JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457110.237,12.85,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457110.50229,13.283,0.011,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.616,19.301,,SN 2015F,VVS,STD,,,,
2457110.50303,13.291,0.010,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.612,19.276,,SN 2015F,VVS,STD,,,,
2457111.248,12.86,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457111.50325,13.295,0.012,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.608,19.280,,SN 2015F,VVS,STD,,,,
2457111.50399,13.273,0.012,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.629,19.275,,SN 2015F,VVS,STD,,,,
2457112.261,12.93,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457112.50247,13.316,0.012,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.614,19.294,,SN 2015F,VVS,STD,,,,
2457112.50322,13.327,0.012,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.623,19.247,,SN 2015F,VVS,STD,,,,
2457113.258,12.94,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457113.49875,13.339,0.012,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.636,19.307,,SN 2015F,VVS,STD,,,,
2457113.49950,13.354,0.012,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.628,19.314,,SN 2015F,VVS,STD,,,,
2457113.99306,13.4,,,Vis.,KEI,,133,136,14654GF,,,,Z,,,,SN 2015F,AAVSO,STD,,,,
2457114.351,13.03,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457114.47917,13.3,,,Vis.,FFAD,BV,133,,14654AEV,,,,Z,,,,SN 2015F,,STD,,,,
2457114.49846,13.396,0.013,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.650,19.277,,SN 2015F,VVS,STD,,,,
2457114.49921,13.380,0.013,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.658,19.306,,SN 2015F,VVS,STD,,,,
2457114.85603,13.304,0.021,,R,CROA,,ENSEMBLE,000-BLP-862,14657YH,STANDARD MAG:  K = 11.686,0,1.20,Z,,18.014,,SN 2015F,VSS,STD,,,,
2457114.85881,13.309,0.021,,R,CROA,,ENSEMBLE,000-BLP-862,14657YH,STANDARD MAG:  K = 11.686,0,1.20,Z,,17.698,,SN 2015F,VSS,STD,,,,
2457114.86381,13.296,0.021,,R,CROA,,ENSEMBLE,000-BLP-862,14657YH,STANDARD MAG:  K = 11.686,0,1.20,Z,,17.699,,SN 2015F,VSS,STD,,,,
2457114.86794,13.310,0.023,,R,CROA,,ENSEMBLE,000-BLP-862,14657YH,STANDARD MAG:  K = 11.686,0,1.21,Z,,17.694,,SN 2015F,VSS,STD,,,,
2457115.231,13.06,0.10,,CR,MLF,,2UCAC01809744,2UCAC01683356,BERTO'S CHART,SN IN NGC 2442,0,,Z,14.1,14.3,,SN 2015F,,STD,,,,
2457115.49749,13.443,0.015,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.683,19.331,,SN 2015F,VVS,STD,,,,
2457115.49824,13.439,0.014,,V,HMB,,000-BLP-866,000-BLP-868,14641ADA,STANDARD MAG: C = 13.613  K = 14.324,0,1.46,Z,18.665,19.356,,SN 2015F,VVS,STD,,,,
2457115.82565,13.340,0.022,,R,CROA,,ENSEMBLE,000-BLP-862,14657YH,STANDARD MAG:  K = 11.686,0,1.18,Z,,17.972,,SN 2015F,VSS,STD,,,,
