JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457893.51436,12.89,0.02,,CV,BDAD,,ensemble,,Astrometrica,"""24 comp stars from URAT1, 11.5-14.5 mag. Average of 11 msrmts.""",0,,Z,,,,SN 2017EAW,,STD,,,,
2457893.51956,12.87,0.002,,CV,GCJ,,130,,X18808M,,0,,Z,12.959,,,SN 2017EAW,AAVSO,STD,,,,
2457893.52277,12.8,0.05,,CV,CEA,,Comp,Comp,X18827VK,,0,1.270,Z,14.5,15.6,,SN 2017EAW,AFOEV,STD,,,,
2457893.53125,12.7,,,Vis.,WKL,,12.5,13.0,X18820AP,,,,Z,,,,SN 2017EAW,BAV,STD,,,,
2457893.56042,12.8,0.05,,CV,WKL,,,,X18820AP,,0,,Z,12.5,13.0,,SN 2017EAW,BAV,STD,,,,
2457893.58819,12.5,,,Vis.,DMIB,,12.0,12.5,X18827UY,"Refractor 6"" 120x",,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457893.61384,12.500,0.029,,R,PCX,,000-BCL-945,,X18808M,,0,1.104,Z,-10.541,,2457893.61296,2017EAW,AASABADELL,STD,,,,
2457893.62708,13.1,,,Vis.,LHS,,13.0,13.4,X18827DE,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457893.62860,13.025,0.070,,B,PCX,,000-BCL-945,,X18808M,,0,1.087,Z,-8.160,,2457893.62772,2017EAW,AASABADELL,STD,,,,
2457893.62993,12.855,0.033,,V,PCX,,000-BCL-945,,X18808M,,0,1.085,Z,-10.186,,2457893.62905,2017EAW,AASABADELL,STD,,,,
2457893.67500,12.813,0.012,,V,LMA,,000-BCL-922,000-BCL-940,X18876PG,,0,1.371,Z,11.923,13.915,,SN 2017EAW,RASC,STD,,,,
2457893.7164,13.096,0.037,,B,DJX,,Ensemble,000-BCL-922,X18920FC,66ED/400 + G3; average and SD of 4 images,1,1.572,Z,N/A,11.961,,SN 2017eaw,RASC,STD,1,,,
2457893.7180,12.804,0.050,,V,DJX,,Ensemble,000-BCL-922,X18920FC,66ED/400 + G3; average and SD of 4 images,1,1.579,Z,N?A,11.438,,SN 2017EAW,RASC,STD,1,,,
2457893.75067,13.005,0.051,,B,KNAA,,ENSEMBLE,130,X18920CE,,1,2.325,Z,,13.457,,SN 2017EAW,AAVSO,STD,,,,
2457893.75926,12.813,0.023,,V,KNAA,,ENSEMBLE,130,X18920CE,,1,2.212,Z,,12.952,,SN 2017EAW,AAVSO,STD,,,,
2457893.76786,12.464,0.032,,R,KNAA,,ENSEMBLE,130,X18920CE,,1,2.109,Z,,12.547,,SN 2017EAW,AAVSO,STD,,,,
2457893.7851,13.116,0.036,,B,DJX,,Ensemble,000-BCL-922,X18920FC,66ED/400 + G3; average and SD of 4 images,1,1.306,Z,N/A,11.963,,SN 2017EAW,RASC,STD,2,,,
2457893.7867,12.856,0.034,,V,DJX,,Ensemble,000-BCL-922,X18920FC,66ED/400 + G3; average and SD of 4 images,1,1.313,Z,N/A,11.470,,SN 2017EAW,RASC,STD,2,,,
2457893.875093,12.861,0.002,,V,FSRA,,138,145,X18838AA,ITEL_T21,0,1.277,Z,12.040,12.773,,SN 2017EAW,,STD,,,,
2457893.879109,12.488,0.002,,R,FSRA,,138,145,X18838AA,ITEL_T21,0,1.266,Z,11.534,12.212,,SN 2017EAW,,STD,,,,
2457893.889155,13.097,0.004,,B,FSRA,,138,145,X18838AA,ITEL_T21,0,1.240,Z,12.988,13.821,,SN 2017EAW,,STD,,,,
2457893.94087,13.035,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.381|VERR=0.012|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.186,Z,13.726,14.360,,SN 2017EAW,AAVSO,STD,121,,,
2457893.94161,13.038,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.378|VERR=0.012|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.185,Z,13.716,14.354,,SN 2017EAW,AAVSO,STD,122,,,
2457893.94323,12.873,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.542|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.182,Z,13.646,14.132,,SN 2017EAW,AAVSO,STD,126,,,
2457893.94378,12.836,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.527|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.181,Z,13.668,14.144,,SN 2017EAW,AAVSO,STD,127,,,
2457893.94435,12.846,0.018,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.520|VERR=0.017|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.180,Z,13.649,14.120,,SN 2017EAW,AAVSO,STD,128,,,
2457893.94515,12.241,0.010,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.055|VERR=0.009|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.178,Z,14.051,14.311,,SN 2017EAW,AAVSO,STD,124,,,
2457893.94571,12.243,0.010,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.048|VERR=0.009|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.177,Z,14.044,14.304,,SN 2017EAW,AAVSO,STD,125,,,
2457893.94627,12.265,0.009,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.072|VERR=0.008|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.176,Z,14.042,14.320,,SN 2017EAW,AAVSO,STD,126,,,
2457893.94723,12.992,0.013,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.383|VERR=0.010|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.175,Z,13.751,14.343,,SN 2017EAW,AAVSO,STD,123,,,
2457893.94797,13.037,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.392|VERR=0.011|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.174,Z,13.743,14.393,,SN 2017EAW,AAVSO,STD,124,,,
2457893.94870,13.051,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.391|VERR=0.012|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.172,Z,13.735,14.367,,SN 2017EAW,AAVSO,STD,125,,,
2457893.94969,12.858,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.519|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.171,Z,13.637,14.184,,SN 2017EAW,AAVSO,STD,129,,,
2457893.95024,12.856,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.527|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.170,Z,13.646,14.114,,SN 2017EAW,AAVSO,STD,130,,,
2457893.95081,12.802,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.497|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.169,Z,13.667,14.109,,SN 2017EAW,AAVSO,STD,131,,,
2457893.95160,12.246,0.010,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.069|VERR=0.009|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.168,Z,14.061,14.293,,SN 2017EAW,AAVSO,STD,127,,,
2457893.95215,12.245,0.009,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.051|VERR=0.008|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.167,Z,14.042,14.275,,SN 2017EAW,AAVSO,STD,128,,,
2457893.95272,12.262,0.010,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.060|VERR=0.009|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.166,Z,14.035,14.290,,SN 2017EAW,AAVSO,STD,129,,,
2457894.36111,12.77,0.07,,TG,PMAK,,ensemble,,X21136CJL,5 comp stars uses,0,,Z,na,,,SN 2017eaw,,STD,,,,
2457894.37431,12.6,,,Vis.,SKI,,000,,999999,,,,Z,,,,SN 2017EAW,MCSE,STD,,,,
2457894.38213,13.029,0.015,,B,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.72,Z,13.482,14.146,,SN 2017EAW,BAV,STD,,,,
2457894.38273,12.836,0.010,,V,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.71,Z,12.959,13.420,,SN 2017EAW,BAV,STD,,,,
2457894.39931,12.75,,,Vis.,DMIB,K,12.7,12.85,Tycho2,"12"" reflector",,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457894.417,12.5,,,Vis.,VDE,,NA,,NA,,,,Z,,,,SN 2017EAW,KNVWS,STD,,,,
2457894.418,12.8,,,Vis.,BMU,,NA,,NA,,,,Z,,,,SN 2017EAW,KNVWS,STD,,,,
2457894.42367,13.028,0.015,,B,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.50,Z,13.482,14.150,,SN 2017EAW,BAV,STD,,,,
2457894.42428,12.844,0.010,,V,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.50,Z,12.959,13.410,,SN 2017EAW,BAV,STD,,,,
2457894.4340,12.9,,,Vis.,DPV,,12.5,13,X18809MM,,,,Z,,,,SN 2017EAW,UAG,STD,,,,
2457894.4424,12.7,,,Vis.,KHEA,,12.5,13.0,X18827DW,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457894.44289,12.458,0.003,,R,LGIB,,000-BCL-945,,X18920GB,,0,1.531,Z,12.577,,,SN 2017EAW,AAVSO,STD,,,,
2457894.458199,12.818,0.006,,V,MAND,,000-BCL-940,000-BCL-910,X18820L,,0,1.457,Z,13.438,14.540,2457894.45846 ,AT 2017EAW,AAVSO,STD,,,,
2457894.46590,12.491,0.005,,R,NRNA,,000-BCL-928,,X18809JE,,0,1.559,Z,-14.180,,2457894.46504,AT 2017EAW,AAVSO,STD,,,,
2457894.46591,12.491,0.005,,R,NRNA,,000-BCL-928,,X18809JE,,0,1.558,Z,-14.180,,2457894.46505,AT 2017EAW,AAVSO,STD,,,,
2457894.47040,12.911,0.008,,V,SMAL,,000-BCL-928,,X18920GH,,0,1.545,Z,-13.939,,2457894.46954,SN 2017eaw,AASABADELL,STD,,,,
2457894.47225,12.829,0.006,,V,NRNA,,000-BCL-928,,X18809JE,,0,1.524,Z,-13.787,,2457894.47139,AT 2017EAW,AAVSO,STD,,,,
2457894.47407,12.903,0.008,,V,SMAL,,000-BCL-928,,X18920GH,,0,1.525,Z,-13.938,,2457894.47321,SN 2017eaw,AASABADELL,STD,,,,
2457894.47772,12.910,0.008,,V,SMAL,,000-BCL-928,,X18920GH,,0,1.506,Z,-13.948,,2457894.47686,SN 2017eaw,AASABADELL,STD,,,,
2457894.47914,12.891,0.006,,SG,NRNA,,000-BCL-928,,X18809JE,,0,1.489,Z,-13.731,,2457894.47828,AT 2017EAW,AAVSO,STD,,,,
2457894.48546,12.750,0.006,,SR,NRNA,,000-BCL-928,,X18809JE,,0,1.458,Z,-14.110,,2457894.48460,AT 2017EAW,AAVSO,STD,,,,
2457894.489,12.8,,,Vis.,MUY,,125,130,X18833CR,,,,Z,,,,SN 2017EAW,VVS,STD,,,,
2457894.49180,12.737,0.007,,SI,NRNA,,000-BCL-928,,X18809JE,,0,1.429,Z,-13.631,,2457894.49094,AT 2017EAW,AAVSO,STD,,,,
2457894.510,13.076,0.060,,B,VLYA,,ENSEMBLE,000-BCL-940,X18930AQT,,1,1.201,Z,,14.176,,SN 2017EAW,AAVSO,STD,,,,
2457894.51031,12.845,0.038,,V,VLYA,,ENSEMBLE,000-BCL-940,X18930AQT,,1,1.201,Z,,13.440,,SN 2017EAW,AAVSO,STD,,,,
2457894.51110,12.468,0.011,,R,VLYA,,ENSEMBLE,000-BCL-940,X18930AQT,,1,1.201,Z,,12.909,,SN 2017EAW,AAVSO,STD,,,,
2457894.51153,12.556,0.005,,R,NRNA,,000-BCL-928,,X18809JE,,0,1.346,Z,-14.338,,2457894.51067,AT 2017EAW,AAVSO,STD,,,,
2457894.51786,12.888,0.006,,V,NRNA,,000-BCL-928,,X18809JE,,0,1.324,Z,-13.966,,2457894.51700,AT 2017EAW,AAVSO,STD,,,,
2457894.52420,12.946,0.006,,SG,NRNA,,000-BCL-928,,X18809JE,,0,1.301,Z,-13.912,,2457894.52335,AT 2017EAW,AAVSO,STD,,,,
2457894.528,12.9,,,Vis.,PYG,,125(4)V(1)130,,AAVSO X18919OU,,,,Z,,,,SN 2017EAW,BAA-VSS,STD,,,,
2457894.53058,12.802,0.005,,SR,NRNA,,000-BCL-928,,X18809JE,,0,1.280,Z,-14.370,,2457894.52973,AT 2017EAW,AAVSO,STD,,,,
2457894.53689,12.797,0.007,,SI,NRNA,,000-BCL-928,,X18809JE,,0,1.261,Z,-13.895,,2457894.53604,AT 2017EAW,AAVSO,STD,,,,
2457894.55668,12.496,0.005,,R,NRNA,,000-BCL-928,,X18809JE,,0,1.206,Z,-14.322,,2457894.55583,AT 2017EAW,AAVSO,STD,,,,
2457894.56303,12.836,0.006,,V,NRNA,,000-BCL-928,,X18809JE,,0,1.191,Z,-13.815,,2457894.56218,AT 2017EAW,AAVSO,STD,,,,
2457894.56937,12.895,0.006,,SG,NRNA,,000-BCL-928,,X18809JE,,0,1.177,Z,-13.625,,2457894.56852,AT 2017EAW,AAVSO,STD,,,,
2457894.57240,13.056,0.065,,B,VLYA,,ENSEMBLE,000-BCL-940,X18930AQT,,1,1.073,Z,,14.148,,SN 2017EAW,AAVSO,STD,,,,
2457894.57354,12.844,0.005,,V,CIVA,,ENSEMBLE,130,X19034BZ,,0,1.097,Z,,12.966,,SN 2017EAW,AAVSO,STD,0,,,
2457894.57571,12.753,0.006,,SR,NRNA,,000-BCL-928,,X18809JE,,0,1.163,Z,-14.033,,2457894.57486,AT 2017EAW,AAVSO,STD,,,,
2457894.57705,12.811,0.012,,V,LMA,,000-BCL-922,000-BCL-940,X18876PG,,0,1.868,Z,11.810,13.801,,SN 2017EAW,RASC,STD,,,,
2457894.58017,12.837,0.013,,V,VLYA,,ENSEMBLE,000-BCL-940,X18930AQT,,1,1.073,Z,,13.431,,SN 2017EAW,AAVSO,STD,,,,
2457894.58205,12.730,0.008,,SI,NRNA,,000-BCL-928,,X18809JE,,0,1.151,Z,-13.455,,2457894.58120,AT 2017EAW,AAVSO,STD,,,,
2457894.58252,12.470,0.018,,R,VLYA,,ENSEMBLE,000-BCL-940,X18930AQT,,1,1.073,Z,,12.910,,SN 2017EAW,AAVSO,STD,,,,
2457894.60153,12.494,0.005,,R,NRNA,,000-BCL-928,,X18809JE,,0,1.117,Z,-14.170,,2457894.60068,AT 2017EAW,AAVSO,STD,,,,
2457894.60788,12.835,0.006,,V,NRNA,,000-BCL-928,,X18809JE,,0,1.108,Z,-13.903,,2457894.60703,AT 2017EAW,AAVSO,STD,,,,
2457894.61422,12.893,0.006,,SG,NRNA,,000-BCL-928,,X18809JE,,0,1.100,Z,-13.956,,2457894.61337,AT 2017EAW,AAVSO,STD,,,,
2457894.62054,12.749,0.005,,SR,NRNA,,000-BCL-928,,X18809JE,,0,1.092,Z,-14.387,,2457894.61969,AT 2017EAW,AAVSO,STD,,,,
2457894.62686,12.734,0.007,,SI,NRNA,,000-BCL-928,,X18809JE,,0,1.086,Z,-13.866,,2457894.62601,AT 2017EAW,AAVSO,STD,,,,
2457894.642627,12.72,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.608,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.643125,12.72,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.605,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.643634,12.73,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.603,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.644144,12.73,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.600,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.644653,12.72,0.01,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.597,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.645162,12.72,0.01,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.594,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.645671,12.72,0.01,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.591,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.646169,12.74,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.589,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.64629,12.502,0.005,,R,NRNA,,000-BCL-928,,X18809JE,,0,1.069,Z,-14.510,,2457894.64544,AT 2017EAW,AAVSO,STD,,,,
2457894.647188,12.71,0.01,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.583,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.64731,12.232,0.052,,I,VBPA,,ENSEMBLE,134,X18920WV,,1,1.635,Z,,12.439,,SN 2017EAW,AAVSO,STD,,,,
2457894.647697,12.72,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.580,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.648194,12.73,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.577,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.648704,12.72,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.574,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.649213,12.72,0.01,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.572,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.64972,12.512,0.028,,R,VBPA,,ENSEMBLE,134,X18920WV,,1,1.620,Z,,12.922,,SN 2017EAW,AAVSO,STD,,,,
2457894.649722,12.70,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.569,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.650231,12.73,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.566,Z,,10.23,,SN 2017EAW,AAVSO,STD,,,,
2457894.650741,12.71,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.564,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.65125,12.73,0.01,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.561,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.651748,12.73,0.00,,CV,DJED,,ENSEMBLE,000-BCL-924,X21190BBV,,0,1.558,Z,,10.22,,SN 2017EAW,AAVSO,STD,,,,
2457894.65234,13.100,0.026,,B,VBPA,,ENSEMBLE,134,X18920WV,,1,1.607,Z,,14.149,,SN 2017EAW,AAVSO,STD,,,,
2457894.65531,12.915,0.007,,V,VBPA,,ENSEMBLE,134,X18920WV,,1,1.590,Z,,13.422,,SN 2017EAW,AAVSO,STD,,,,
2457894.67639,12.7,,,Vis.,ONJ,,125,130,X18827LJ,,,,Z,,,,SN 2017EAW,,STD,,,,
2457894.97050,13.040,0.013,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.420|VERR=0.011|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.139,Z,13.757,14.391,,SN 2017EAW,AAVSO,STD,126,,,
2457894.97124,12.997,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.408|VERR=0.012|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.138,Z,13.786,14.383,,SN 2017EAW,AAVSO,STD,127,,,
2457894.97197,13.056,0.015,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.435|VERR=0.013|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.138,Z,13.769,14.409,,SN 2017EAW,AAVSO,STD,128,,,
2457894.97286,12.851,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.565|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.137,Z,13.689,14.174,,SN 2017EAW,AAVSO,STD,132,,,
2457894.97343,12.839,0.018,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.540|VERR=0.017|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.136,Z,13.675,14.149,,SN 2017EAW,AAVSO,STD,133,,,
2457894.97398,12.890,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.564|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.135,Z,13.653,14.153,,SN 2017EAW,AAVSO,STD,134,,,
2457894.97477,12.243,0.010,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.082|VERR=0.009|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.135,Z,14.074,14.330,,SN 2017EAW,AAVSO,STD,130,,,
2457894.97532,12.262,0.010,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.097|VERR=0.009|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.134,Z,14.079,14.310,,SN 2017EAW,AAVSO,STD,131,,,
2457894.97589,12.262,0.011,,I,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=14.078|VERR=0.010|CREFMAG=12.218|CREFERR=0.039|KREFMAG=12.395|KREFERR=0.098|VX=0.0000|CX=0.0000|KX=0.0000|TI_VI=-0.1300|TI_VIERR=0.0220|TAVER=2.49,1,1.134,Z,14.054,14.306,,SN 2017EAW,AAVSO,STD,132,,,
2457894.97686,13.035,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.423|VERR=0.012|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.133,Z,13.768,14.364,,SN 2017EAW,AAVSO,STD,129,,,
2457894.97763,13.054,0.015,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.440|VERR=0.013|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.132,Z,13.772,14.392,,SN 2017EAW,AAVSO,STD,130,,,
2457894.97836,13.060,0.014,,B,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.445|VERR=0.012|CREFMAG=13.482|CREFERR=0.055|KREFMAG=14.139|KREFERR=0.048|VX=0.0000|CX=0.0000|KX=0.0000|TB_BV=0.2950|TB_BVERR=0.0110|TAVER=2.49,1,1.131,Z,13.789,14.399,,SN 2017EAW,AAVSO,STD,131,,,
2457894.97926,12.851,0.017,,V,FJQ,,000-BCL-945,000-BCL-940,X19014BFK,|VMAGINS=13.548|VERR=0.016|CREFMAG=12.959|CREFERR=0.039|KREFMAG=13.438|KREFERR=0.034|VX=0.0000|CX=0.0000|KX=0.0000|TV_BV=-0.0500|TV_BVERR=0.0170|TAVER=2.49,1,1.131,Z,13.672,14.174,,SN 2017EAW,AAVSO,STD,135,,,
